"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","96","test_invalid_credentials_parametrized[chromium-aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa-pass]","tests.e2e","2026-06-28","passed","2026-06-28","TestLoginFlow","test_auth_flow","",""
"GET /api/v1/users → user_list_response контракт.","9","test_list_users_contract","tests.contract","2026-06-28","passed","2026-06-28","TestUserServiceContract","test_api_contracts","",""
"","64","test_empty_credentials_shows_error[chromium]","tests.e2e","2026-06-28","passed","2026-06-28","TestLoginFlow","test_auth_flow","",""
"delete_user 204 — users.py полный happy path.","321","test_delete_user_success_path","tests.api","2026-06-28","passed","2026-06-28","TestUsersAPICoverage","test_auth_flows","",""
"","623","test_409_duplicate_email","tests.api","2026-06-28","passed","2026-06-28","TestCreateUser","test_users_api","",""
"","351","test_schemathesis_no_5xx","tests.api","2026-06-28","passed","2026-06-28","","test_schemathesis","",""
"","6","test_422_missing_required_field[password]","tests.api","2026-06-28","passed","2026-06-28","TestCreateUser","test_users_api","",""
"","0","test_user_response_has_security_constraints","tests.contract","2026-06-28","passed","2026-06-28","TestContractFileExists","test_api_contracts","",""
"POST /api/v1/auth/login → token_response контракт.","6","test_login_contract","tests.contract","2026-06-28","passed","2026-06-28","TestUserServiceContract","test_api_contracts","",""
"","6","test_422_invalid_email[notanemail]","tests.api","2026-06-28","passed","2026-06-28","TestCreateUser","test_users_api","",""
"","0","test_contracts_dict_not_empty","tests.contract","2026-06-28","passed","2026-06-28","TestContractFileExists","test_api_contracts","",""
"","9","test_health_ready_has_uptime","tests.api","2026-06-28","passed","2026-06-28","TestReadinessProbe","test_health","",""
"","4","test_login_page_contains_form","tests.api","2026-06-28","passed","2026-06-28","TestFrontendRoutes","test_frontend","",""
"","7","test_200_get_existing","tests.api","2026-06-28","passed","2026-06-28","TestGetUser","test_users_api","",""
"","5","test_422_negative_offset","tests.api","2026-06-28","passed","2026-06-28","TestListUsers","test_users_api","",""
"","142","test_logout_returns_to_login[chromium]","tests.e2e","2026-06-28","passed","2026-06-28","TestDashboard","test_auth_flow","",""
"","313","test_201_returns_id_no_password","tests.api","2026-06-28","passed","2026-06-28","TestCreateUser","test_users_api","",""
"","7","test_422_invalid_email[two@@domain.com]","tests.api","2026-06-28","passed","2026-06-28","TestCreateUser","test_users_api","",""
"","9","test_200_pagination_respects_limit[10-5]","tests.api","2026-06-28","passed","2026-06-28","TestListUsers","test_users_api","",""
"","5","test_422_limit_over_100","tests.api","2026-06-28","passed","2026-06-28","TestListUsers","test_users_api","",""
"","8","test_200_default_pagination","tests.api","2026-06-28","passed","2026-06-28","TestListUsers","test_users_api","",""
"health.py:78-81 — Redis ping ok.","7","test_redis_ok_when_available","tests.api","2026-06-28","passed","2026-06-28","TestHealthRouterDirect","test_health","",""
"","101","test_sql_injection_safely_rejected[chromium]","tests.e2e","2026-06-28","passed","2026-06-28","TestLoginFlow","test_auth_flow","",""
"","0","test_openapi_all_endpoints_present","tests.api","2026-06-28","passed","2026-06-28","","test_schemathesis","",""
"","994","test_schemathesis_loads_all_operations","tests.api","2026-06-28","passed","2026-06-28","","test_schemathesis","",""
"","4","test_health_env_is_test","tests.api","2026-06-28","passed","2026-06-28","TestHealth","test_users_api","",""
"","6","test_422_invalid_password[no_upper]","tests.api","2026-06-28","passed","2026-06-28","TestCreateUser","test_users_api","",""
"404 ответ должен соответствовать error_response контракту.","7","test_not_found_error_contract","tests.contract","2026-06-28","passed","2026-06-28","TestUserServiceContract","test_api_contracts","",""
"","7","test_422_invalid_email[aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa@x.com]","tests.api","2026-06-28","passed","2026-06-28","TestCreateUser","test_users_api","",""
"","22","test_password_field_is_masked[chromium]","tests.e2e","2026-06-28","passed","2026-06-28","TestLoginPageUI","test_auth_flow","",""
"","22","test_submit_button_text[chromium]","tests.e2e","2026-06-28","passed","2026-06-28","TestLoginPageUI","test_auth_flow","",""
"Создаём юзера, логинимся через email — покрывает DB путь auth.py:63-78.","1144","test_login_as_real_db_user","tests.api","2026-06-28","passed","2026-06-28","TestAuthDBPath","test_auth_flows","",""
"","8","test_200_pagination_respects_limit[1-0]","tests.api","2026-06-28","passed","2026-06-28","TestListUsers","test_users_api","",""
"DB юзер + неверный пароль → 401. Покрывает auth.py:74-75.","622","test_login_db_user_wrong_password","tests.api","2026-06-28","passed","2026-06-28","TestAuthDBPath","test_auth_flows","",""
"","7","test_404_nonexistent","tests.api","2026-06-28","passed","2026-06-28","TestDeleteUser","test_users_api","",""
"","22","test_error_hidden_initially[chromium]","tests.e2e","2026-06-28","passed","2026-06-28","TestLoginPageUI","test_auth_flow","",""
"","3","test_health_returns_ok_status","tests.api","2026-06-28","passed","2026-06-28","TestLivenessProbe","test_health","",""
"IntegrityError → HTTPException 409 — users.py:25-26.","624","test_create_duplicate_triggers_409","tests.api","2026-06-28","passed","2026-06-28","TestUsersAPICoverage","test_auth_flows","",""
"","8","test_200_pagination_respects_limit[20-0]","tests.api","2026-06-28","passed","2026-06-28","TestListUsers","test_users_api","",""
"","9","test_health_ready_has_components","tests.api","2026-06-28","passed","2026-06-28","TestReadinessProbe","test_health","",""
"","7","test_422_missing_required_field[username]","tests.api","2026-06-28","passed","2026-06-28","TestCreateUser","test_users_api","",""
"main.py:83-84 — /login route.","11","test_login_page_serves_html","tests.api","2026-06-28","passed","2026-06-28","TestFrontendRoutes","test_frontend","",""
"POST /api/v1/users → должен соответствовать user_response контракту.","316","test_create_user_contract","tests.contract","2026-06-28","passed","2026-06-28","TestUserServiceContract","test_api_contracts","",""
"main.py:87-88 — /dashboard route.","5","test_dashboard_page_serves_html","tests.api","2026-06-28","passed","2026-06-28","TestFrontendRoutes","test_frontend","",""
"","9","test_200_pagination_respects_limit[5-0]","tests.api","2026-06-28","passed","2026-06-28","TestListUsers","test_users_api","",""
"Redis недоступен в тестовой среде — статус degraded, не down.","8","test_health_ready_redis_degraded_not_down","tests.api","2026-06-28","passed","2026-06-28","TestReadinessProbe","test_health","",""
"","4","test_dashboard_has_logout_element","tests.api","2026-06-28","passed","2026-06-28","TestFrontendRoutes","test_frontend","",""
"list_users return — users.py:39.","10","test_list_users_returns_response","tests.api","2026-06-28","passed","2026-06-28","TestUsersAPICoverage","test_auth_flows","",""
"","8","test_health_ready_database_ok","tests.api","2026-06-28","passed","2026-06-28","TestReadinessProbe","test_health","",""
"","351","test_successful_login_redirects_to_dashboard[chromium]","tests.e2e","2026-06-28","passed","2026-06-28","TestLoginFlow","test_auth_flow","",""
"","4","test_401_malformed_header","tests.api","2026-06-28","passed","2026-06-28","TestGetUser","test_users_api","",""
"","7","test_200_response_shape","tests.api","2026-06-28","passed","2026-06-28","TestGetUser","test_users_api","",""
"","91","test_xss_in_username_safe[chromium]","tests.e2e","2026-06-28","passed","2026-06-28","TestLoginFlow","test_auth_flow","",""
"","26","test_login_form_elements_present[chromium]","tests.e2e","2026-06-28","passed","2026-06-28","TestLoginPageUI","test_auth_flow","",""
"get_user happy path — users.py:55-57.","320","test_get_user_found_path","tests.api","2026-06-28","passed","2026-06-28","TestUsersAPICoverage","test_auth_flows","",""
"","7","test_422_invalid_password[no_digit]","tests.api","2026-06-28","passed","2026-06-28","TestCreateUser","test_users_api","",""
"","13","test_404_after_delete","tests.api","2026-06-28","passed","2026-06-28","TestDeleteUser","test_users_api","",""
"Явно проверяем успешный create — users.py:24 (return UserResponse).","313","test_create_user_success_path","tests.api","2026-06-28","passed","2026-06-28","TestUsersAPICoverage","test_auth_flows","",""
"Liveness probe должен быть публичным — k8s не передаёт auth.","3","test_health_no_auth_required","tests.api","2026-06-28","passed","2026-06-28","TestLivenessProbe","test_health","",""
"","8","test_401_wrong_password","tests.api","2026-06-28","passed","2026-06-28","TestAuth","test_users_api","",""
"","4","test_200_health","tests.api","2026-06-28","passed","2026-06-28","TestHealth","test_users_api","",""
"409 ответ должен соответствовать error_response контракту.","623","test_conflict_error_contract","tests.contract","2026-06-28","passed","2026-06-28","TestUserServiceContract","test_api_contracts","",""
"","5","test_401_unauthenticated","tests.api","2026-06-28","passed","2026-06-28","TestListUsers","test_users_api","",""
"","77","test_wrong_password_shows_error[chromium]","tests.e2e","2026-06-28","passed","2026-06-28","TestLoginFlow","test_auth_flow","",""
"Expired token → 401. Покрывает _verify_token line 47.","5","test_expired_token_returns_401","tests.api","2026-06-28","passed","2026-06-28","TestAuthDBPath","test_auth_flows","",""
"","119","test_dashboard_shows_welcome_after_login[chromium]","tests.e2e","2026-06-28","passed","2026-06-28","TestDashboard","test_auth_flow","",""
"","1","test_openapi_schema_structure","tests.api","2026-06-28","passed","2026-06-28","","test_schemathesis","",""
"get_user 404 — users.py:55-56 (not found branch).","7","test_get_user_not_found_path","tests.api","2026-06-28","passed","2026-06-28","TestUsersAPICoverage","test_auth_flows","",""
"","6","test_422_invalid_email[@nodomain.com]","tests.api","2026-06-28","passed","2026-06-28","TestCreateUser","test_users_api","",""
"","6","test_422_invalid_email[missing@]","tests.api","2026-06-28","passed","2026-06-28","TestCreateUser","test_users_api","",""
"","4","test_health_200","tests.api","2026-06-28","passed","2026-06-28","TestLivenessProbe","test_health","",""
"","458","test_health_ready_200","tests.api","2026-06-28","passed","2026-06-28","TestReadinessProbe","test_health","",""
"","6","test_422_missing_required_field[email]","tests.api","2026-06-28","passed","2026-06-28","TestCreateUser","test_users_api","",""
"delete_user 404 — users.py:68-69.","7","test_delete_user_not_found_path","tests.api","2026-06-28","passed","2026-06-28","TestUsersAPICoverage","test_auth_flows","",""
"","314","test_201_email_normalized_lowercase","tests.api","2026-06-28","passed","2026-06-28","TestCreateUser","test_users_api","",""
"","8","test_health_ready_has_version","tests.api","2026-06-28","passed","2026-06-28","TestReadinessProbe","test_health","",""
"
        Security контракт: ни один response не должен содержать пароль.
        Проверяем рекурсивно весь JSON.
        ","320","test_no_password_leak_in_any_response","tests.contract","2026-06-28","passed","2026-06-28","TestUserServiceContract","test_api_contracts","",""
"","106","test_invalid_credentials_parametrized[chromium-admin-wrongpass]","tests.e2e","2026-06-28","passed","2026-06-28","TestLoginFlow","test_auth_flow","",""
