"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"409 ответ должен соответствовать error_response контракту.","555","test_conflict_error_contract","tests.contract","2026-06-17","passed","2026-06-17","TestUserServiceContract","test_api_contracts","",""
"","89","test_invalid_credentials_parametrized[chromium-admin-wrongpass]","tests.e2e","2026-06-17","passed","2026-06-17","TestLoginFlow","test_auth_flow","",""
"","7","test_422_invalid_password[no_upper]","tests.api","2026-06-17","passed","2026-06-17","TestCreateUser","test_users_api","",""
"","22","test_error_hidden_initially[chromium]","tests.e2e","2026-06-17","passed","2026-06-17","TestLoginPageUI","test_auth_flow","",""
"","6","test_422_invalid_email[notanemail]","tests.api","2026-06-17","passed","2026-06-17","TestCreateUser","test_users_api","",""
"","6","test_422_missing_required_field[email]","tests.api","2026-06-17","passed","2026-06-17","TestCreateUser","test_users_api","",""
"","103","test_invalid_credentials_parametrized[chromium-nonexistent@ghost.com-somepass]","tests.e2e","2026-06-17","passed","2026-06-17","TestLoginFlow","test_auth_flow","",""
"","4","test_health_200","tests.api","2026-06-17","passed","2026-06-17","TestLivenessProbe","test_health","",""
"","552","test_409_duplicate_email","tests.api","2026-06-17","passed","2026-06-17","TestCreateUser","test_users_api","",""
"IntegrityError → HTTPException 409 — users.py:25-26.","555","test_create_duplicate_triggers_409","tests.api","2026-06-17","passed","2026-06-17","TestUsersAPICoverage","test_auth_flows","",""
"","4","test_dashboard_has_logout_element","tests.api","2026-06-17","passed","2026-06-17","TestFrontendRoutes","test_frontend","",""
"","6","test_200_response_shape","tests.api","2026-06-17","passed","2026-06-17","TestGetUser","test_users_api","",""
"","8","test_204_delete_existing","tests.api","2026-06-17","passed","2026-06-17","TestDeleteUser","test_users_api","",""
"","7","test_422_missing_required_field[password]","tests.api","2026-06-17","passed","2026-06-17","TestCreateUser","test_users_api","",""
"Health endpoint должен быть публичным — для k8s liveness probe.","4","test_health_no_auth_required","tests.api","2026-06-17","passed","2026-06-17","TestHealth","test_users_api","",""
"","3","test_health_env_is_test","tests.api","2026-06-17","passed","2026-06-17","TestHealth","test_users_api","",""
"","0","test_contracts_dict_not_empty","tests.contract","2026-06-17","passed","2026-06-17","TestContractFileExists","test_api_contracts","",""
"422 от FastAPI — проверяем что поле 'detail' присутствует.","7","test_validation_error_contract","tests.contract","2026-06-17","passed","2026-06-17","TestUserServiceContract","test_api_contracts","",""
"","7","test_422_username_too_short","tests.api","2026-06-17","passed","2026-06-17","TestCreateUser","test_users_api","",""
"","435","test_health_ready_200","tests.api","2026-06-17","passed","2026-06-17","TestReadinessProbe","test_health","",""
"Token подписан другим секретом → 401.","4","test_token_with_wrong_secret_returns_401","tests.api","2026-06-17","passed","2026-06-17","TestAuthDBPath","test_auth_flows","",""
"POST /api/v1/auth/login → token_response контракт.","6","test_login_contract","tests.contract","2026-06-17","passed","2026-06-17","TestUserServiceContract","test_api_contracts","",""
"","4","test_401_unauthenticated","tests.api","2026-06-17","passed","2026-06-17","TestListUsers","test_users_api","",""
"","1","test_openapi_schema_structure","tests.api","2026-06-17","passed","2026-06-17","","test_schemathesis","",""
"","6","test_422_invalid_email[two@@domain.com]","tests.api","2026-06-17","passed","2026-06-17","TestCreateUser","test_users_api","",""
"","25","test_login_form_elements_present[chromium]","tests.e2e","2026-06-17","passed","2026-06-17","TestLoginPageUI","test_auth_flow","",""
"","1","test_all_required_contracts_defined","tests.contract","2026-06-17","passed","2026-06-17","TestContractFileExists","test_api_contracts","",""
"","6","test_422_invalid_email[@nodomain.com]","tests.api","2026-06-17","passed","2026-06-17","TestCreateUser","test_users_api","",""
"404 ответ должен соответствовать error_response контракту.","5","test_not_found_error_contract","tests.contract","2026-06-17","passed","2026-06-17","TestUserServiceContract","test_api_contracts","",""
"Liveness probe — без IO, должен отвечать быстро.","3","test_health_fast_response","tests.api","2026-06-17","passed","2026-06-17","TestLivenessProbe","test_health","",""
"delete_user 204 — users.py полный happy path.","286","test_delete_user_success_path","tests.api","2026-06-17","passed","2026-06-17","TestUsersAPICoverage","test_auth_flows","",""
"","315","test_schemathesis_no_5xx","tests.api","2026-06-17","passed","2026-06-17","","test_schemathesis","",""
"","4","test_login_page_contains_form","tests.api","2026-06-17","passed","2026-06-17","TestFrontendRoutes","test_frontend","",""
"Явно проверяем успешный create — users.py:24 (return UserResponse).","279","test_create_user_success_path","tests.api","2026-06-17","passed","2026-06-17","TestUsersAPICoverage","test_auth_flows","",""
"","6","test_404_nonexistent","tests.api","2026-06-17","passed","2026-06-17","TestGetUser","test_users_api","",""
"","7","test_health_ready_database_ok","tests.api","2026-06-17","passed","2026-06-17","TestReadinessProbe","test_health","",""
"","101","test_sql_injection_safely_rejected[chromium]","tests.e2e","2026-06-17","passed","2026-06-17","TestLoginFlow","test_auth_flow","",""
"","7","test_200_default_pagination","tests.api","2026-06-17","passed","2026-06-17","TestListUsers","test_users_api","",""
"","11","test_200_token_grants_access","tests.api","2026-06-17","passed","2026-06-17","TestAuth","test_users_api","",""
"","6","test_200_get_existing","tests.api","2026-06-17","passed","2026-06-17","TestGetUser","test_users_api","",""
"","4","test_401_bad_token","tests.api","2026-06-17","passed","2026-06-17","TestGetUser","test_users_api","",""
"
        Security контракт: ни один response не должен содержать пароль.
        Проверяем рекурсивно весь JSON.
        ","286","test_no_password_leak_in_any_response","tests.contract","2026-06-17","passed","2026-06-17","TestUserServiceContract","test_api_contracts","",""
"","89","test_invalid_credentials_parametrized[chromium-aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa-pass]","tests.e2e","2026-06-17","passed","2026-06-17","TestLoginFlow","test_auth_flow","",""
"","6","test_422_invalid_password[short_password]","tests.api","2026-06-17","passed","2026-06-17","TestCreateUser","test_users_api","",""
"","4","test_401_no_token","tests.api","2026-06-17","passed","2026-06-17","TestGetUser","test_users_api","",""
"","126","test_logout_returns_to_login[chromium]","tests.e2e","2026-06-17","passed","2026-06-17","TestDashboard","test_auth_flow","",""
