"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Token подписан другим секретом → 401.","4","test_token_with_wrong_secret_returns_401","tests.api","2026-07-03","passed","2026-07-03","TestAuthDBPath","test_auth_flows","",""
"","450","test_health_ready_200","tests.api","2026-07-03","passed","2026-07-03","TestReadinessProbe","test_health","",""
"","71","test_empty_credentials_shows_error[chromium]","tests.e2e","2026-07-03","passed","2026-07-03","TestLoginFlow","test_auth_flow","",""
"","6","test_404_nonexistent","tests.api","2026-07-03","passed","2026-07-03","TestDeleteUser","test_users_api","",""
"","95","test_invalid_credentials_parametrized[chromium-nonexistent@ghost.com-somepass]","tests.e2e","2026-07-03","passed","2026-07-03","TestLoginFlow","test_auth_flow","",""
"","26","test_login_form_elements_present[chromium]","tests.e2e","2026-07-03","passed","2026-07-03","TestLoginPageUI","test_auth_flow","",""
"","7","test_422_missing_required_field[username]","tests.api","2026-07-03","passed","2026-07-03","TestCreateUser","test_users_api","",""
"","7","test_422_missing_required_field[email]","tests.api","2026-07-03","passed","2026-07-03","TestCreateUser","test_users_api","",""
"DB юзер + неверный пароль → 401. Покрывает auth.py:74-75.","554","test_login_db_user_wrong_password","tests.api","2026-07-03","passed","2026-07-03","TestAuthDBPath","test_auth_flows","",""
"","7","test_401_unknown_user","tests.api","2026-07-03","passed","2026-07-03","TestAuth","test_users_api","",""
"","6","test_422_invalid_email[two@@domain.com]","tests.api","2026-07-03","passed","2026-07-03","TestCreateUser","test_users_api","",""
"Health endpoint должен быть публичным — для k8s liveness probe.","4","test_health_no_auth_required","tests.api","2026-07-03","passed","2026-07-03","TestHealth","test_users_api","",""
"","99","test_xss_in_username_safe[chromium]","tests.e2e","2026-07-03","passed","2026-07-03","TestLoginFlow","test_auth_flow","",""
"","7","test_200_default_pagination","tests.api","2026-07-03","passed","2026-07-03","TestListUsers","test_users_api","",""
"","4","test_401_no_token","tests.api","2026-07-03","passed","2026-07-03","TestGetUser","test_users_api","",""
"health.py:78-81 — Redis ping ok.","7","test_redis_ok_when_available","tests.api","2026-07-03","passed","2026-07-03","TestHealthRouterDirect","test_health","",""
"","21","test_submit_button_text[chromium]","tests.e2e","2026-07-03","passed","2026-07-03","TestLoginPageUI","test_auth_flow","",""
"","94","test_invalid_credentials_parametrized[chromium-admin-wrongpass]","tests.e2e","2026-07-03","passed","2026-07-03","TestLoginFlow","test_auth_flow","",""
"","6","test_404_nonexistent","tests.api","2026-07-03","passed","2026-07-03","TestGetUser","test_users_api","",""
"","7","test_200_pagination_respects_limit[1-0]","tests.api","2026-07-03","passed","2026-07-03","TestListUsers","test_users_api","",""
"","4","test_health_returns_environment","tests.api","2026-07-03","passed","2026-07-03","TestLivenessProbe","test_health","",""
"","7","test_422_invalid_password[no_digit]","tests.api","2026-07-03","passed","2026-07-03","TestCreateUser","test_users_api","",""
"get_user happy path — users.py:55-57.","286","test_get_user_found_path","tests.api","2026-07-03","passed","2026-07-03","TestUsersAPICoverage","test_auth_flows","",""
"","4","test_401_unauthenticated","tests.api","2026-07-03","passed","2026-07-03","TestDeleteUser","test_users_api","",""
"","134","test_logout_returns_to_login[chromium]","tests.e2e","2026-07-03","passed","2026-07-03","TestDashboard","test_auth_flow","",""
"","0","test_openapi_all_endpoints_present","tests.api","2026-07-03","passed","2026-07-03","","test_schemathesis","",""
"","0","test_all_required_contracts_defined","tests.contract","2026-07-03","passed","2026-07-03","TestContractFileExists","test_api_contracts","",""
"","7","test_422_username_too_short","tests.api","2026-07-03","passed","2026-07-03","TestCreateUser","test_users_api","",""
"","884","test_schemathesis_loads_all_operations","tests.api","2026-07-03","passed","2026-07-03","","test_schemathesis","",""
"","4","test_422_limit_over_100","tests.api","2026-07-03","passed","2026-07-03","TestListUsers","test_users_api","",""
"","87","test_wrong_password_shows_error[chromium]","tests.e2e","2026-07-03","passed","2026-07-03","TestLoginFlow","test_auth_flow","",""
"","281","test_201_email_normalized_lowercase","tests.api","2026-07-03","passed","2026-07-03","TestCreateUser","test_users_api","",""
"","6","test_422_invalid_password[short_password]","tests.api","2026-07-03","passed","2026-07-03","TestCreateUser","test_users_api","",""
"","110","test_dashboard_shows_welcome_after_login[chromium]","tests.e2e","2026-07-03","passed","2026-07-03","TestDashboard","test_auth_flow","",""
"health.py:68-71 — DB exception → overall = 'down'.","5","test_db_down_sets_overall_down","tests.api","2026-07-03","passed","2026-07-03","TestHealthRouterDirect","test_health","",""
"","4","test_401_unauthenticated","tests.api","2026-07-03","passed","2026-07-03","TestListUsers","test_users_api","",""
"","96","test_sql_injection_safely_rejected[chromium]","tests.e2e","2026-07-03","passed","2026-07-03","TestLoginFlow","test_auth_flow","",""
"","22","test_error_hidden_initially[chromium]","tests.e2e","2026-07-03","passed","2026-07-03","TestLoginPageUI","test_auth_flow","",""
"","6","test_422_invalid_email[@nodomain.com]","tests.api","2026-07-03","passed","2026-07-03","TestCreateUser","test_users_api","",""
"","8","test_health_ready_has_uptime","tests.api","2026-07-03","passed","2026-07-03","TestReadinessProbe","test_health","",""
"","7","test_health_ready_has_version","tests.api","2026-07-03","passed","2026-07-03","TestReadinessProbe","test_health","",""
"","6","test_200_get_existing","tests.api","2026-07-03","passed","2026-07-03","TestGetUser","test_users_api","",""
"","4","test_health_env_is_test","tests.api","2026-07-03","passed","2026-07-03","TestHealth","test_users_api","",""
"","7","test_422_invalid_password[no_upper]","tests.api","2026-07-03","passed","2026-07-03","TestCreateUser","test_users_api","",""
"","6","test_200_valid_login_returns_token","tests.api","2026-07-03","passed","2026-07-03","TestAuth","test_users_api","",""
"Email не существует в DB → 401. Покрывает auth.py:71-72.","8","test_login_nonexistent_db_user","tests.api","2026-07-03","passed","2026-07-03","TestAuthDBPath","test_auth_flows","",""
"get_user 404 — users.py:55-56 (not found branch).","5","test_get_user_not_found_path","tests.api","2026-07-03","passed","2026-07-03","TestUsersAPICoverage","test_auth_flows","",""
"","105","test_invalid_credentials_parametrized[chromium-aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa-pass]","tests.e2e","2026-07-03","passed","2026-07-03","TestLoginFlow","test_auth_flow","",""
"","6","test_422_invalid_email[notanemail]","tests.api","2026-07-03","passed","2026-07-03","TestCreateUser","test_users_api","",""
"","8","test_health_ready_database_ok","tests.api","2026-07-03","passed","2026-07-03","TestReadinessProbe","test_health","",""
"delete_user 404 — users.py:68-69.","6","test_delete_user_not_found_path","tests.api","2026-07-03","passed","2026-07-03","TestUsersAPICoverage","test_auth_flows","",""
"","6","test_422_invalid_email[aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa@x.com]","tests.api","2026-07-03","passed","2026-07-03","TestCreateUser","test_users_api","",""
"","1","test_openapi_endpoints_have_responses","tests.api","2026-07-03","passed","2026-07-03","","test_schemathesis","",""
"","7","test_200_pagination_respects_limit[20-0]","tests.api","2026-07-03","passed","2026-07-03","TestListUsers","test_users_api","",""
"","36","test_schemathesis_invalid_inputs_no_500","tests.api","2026-07-03","passed","2026-07-03","","test_schemathesis","",""
"","4","test_401_malformed_header","tests.api","2026-07-03","passed","2026-07-03","TestGetUser","test_users_api","",""
"422 от FastAPI — проверяем что поле 'detail' присутствует.","7","test_validation_error_contract","tests.contract","2026-07-03","passed","2026-07-03","TestUserServiceContract","test_api_contracts","",""
"","279","test_201_returns_id_no_password","tests.api","2026-07-03","passed","2026-07-03","TestCreateUser","test_users_api","",""
"409 ответ должен соответствовать error_response контракту.","554","test_conflict_error_contract","tests.contract","2026-07-03","passed","2026-07-03","TestUserServiceContract","test_api_contracts","",""
"","7","test_422_missing_required_field[password]","tests.api","2026-07-03","passed","2026-07-03","TestCreateUser","test_users_api","",""
"","7","test_200_pagination_respects_limit[10-5]","tests.api","2026-07-03","passed","2026-07-03","TestListUsers","test_users_api","",""
"POST /api/v1/auth/login → token_response контракт.","6","test_login_contract","tests.contract","2026-07-03","passed","2026-07-03","TestUserServiceContract","test_api_contracts","",""
"Явно проверяем успешный create — users.py:24 (return UserResponse).","279","test_create_user_success_path","tests.api","2026-07-03","passed","2026-07-03","TestUsersAPICoverage","test_auth_flows","",""
"","0","test_user_response_has_security_constraints","tests.contract","2026-07-03","passed","2026-07-03","TestContractFileExists","test_api_contracts","",""
"","5","test_422_negative_offset","tests.api","2026-07-03","passed","2026-07-03","TestListUsers","test_users_api","",""
"Expired token → 401. Покрывает _verify_token line 47.","5","test_expired_token_returns_401","tests.api","2026-07-03","passed","2026-07-03","TestAuthDBPath","test_auth_flows","",""
"","6","test_200_response_shape","tests.api","2026-07-03","passed","2026-07-03","TestGetUser","test_users_api","",""
"","8","test_health_ready_has_components","tests.api","2026-07-03","passed","2026-07-03","TestReadinessProbe","test_health","",""
"","4","test_401_bad_token","tests.api","2026-07-03","passed","2026-07-03","TestGetUser","test_users_api","",""
"GET /api/v1/users → user_list_response контракт.","7","test_list_users_contract","tests.contract","2026-07-03","passed","2026-07-03","TestUserServiceContract","test_api_contracts","",""
"Создаём юзера, логинимся через email — покрывает DB путь auth.py:63-78.","1040","test_login_as_real_db_user","tests.api","2026-07-03","passed","2026-07-03","TestAuthDBPath","test_auth_flows","",""
