"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","test_user_response_has_security_constraints","tests.contract","2026-06-28","passed","2026-06-28","TestContractFileExists","test_api_contracts","",""
"","1","test_openapi_post_endpoints_have_request_body","tests.api","2026-06-28","passed","2026-06-28","","test_schemathesis","",""
"
        Security контракт: ни один response не должен содержать пароль.
        Проверяем рекурсивно весь JSON.
        ","271","test_no_password_leak_in_any_response","tests.contract","2026-06-28","passed","2026-06-28","TestUserServiceContract","test_api_contracts","",""
"","6","test_422_missing_required_field[email]","tests.api","2026-06-28","passed","2026-06-28","TestCreateUser","test_users_api","",""
"health.py:68-71 — DB exception → overall = 'down'.","5","test_db_down_sets_overall_down","tests.api","2026-06-28","passed","2026-06-28","TestHealthRouterDirect","test_health","",""
"POST /api/v1/auth/login → token_response контракт.","5","test_login_contract","tests.contract","2026-06-28","passed","2026-06-28","TestUserServiceContract","test_api_contracts","",""
"Liveness probe — без IO, должен отвечать быстро.","3","test_health_fast_response","tests.api","2026-06-28","passed","2026-06-28","TestLivenessProbe","test_health","",""
"get_user 404 — users.py:55-56 (not found branch).","5","test_get_user_not_found_path","tests.api","2026-06-28","passed","2026-06-28","TestUsersAPICoverage","test_auth_flows","",""
"","265","test_201_email_normalized_lowercase","tests.api","2026-06-28","passed","2026-06-28","TestCreateUser","test_users_api","",""
"","1","test_all_required_contracts_defined","tests.contract","2026-06-28","passed","2026-06-28","TestContractFileExists","test_api_contracts","",""
"get_user happy path — users.py:55-57.","270","test_get_user_found_path","tests.api","2026-06-28","passed","2026-06-28","TestUsersAPICoverage","test_auth_flows","",""
"","7","test_health_ready_has_version","tests.api","2026-06-28","passed","2026-06-28","TestReadinessProbe","test_health","",""
"","6","test_422_invalid_email[aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa@x.com]","tests.api","2026-06-28","passed","2026-06-28","TestCreateUser","test_users_api","",""
"Email не существует в DB → 401. Покрывает auth.py:71-72.","7","test_login_nonexistent_db_user","tests.api","2026-06-28","passed","2026-06-28","TestAuthDBPath","test_auth_flows","",""
"","6","test_health_ready_database_ok","tests.api","2026-06-28","passed","2026-06-28","TestReadinessProbe","test_health","",""
"","3","test_401_no_token","tests.api","2026-06-28","passed","2026-06-28","TestGetUser","test_users_api","",""
"","6","test_422_missing_required_field[username]","tests.api","2026-06-28","passed","2026-06-28","TestCreateUser","test_users_api","",""
"","6","test_422_invalid_email[two@@domain.com]","tests.api","2026-06-28","passed","2026-06-28","TestCreateUser","test_users_api","",""
"","5","test_422_invalid_password[short_password]","tests.api","2026-06-28","passed","2026-06-28","TestCreateUser","test_users_api","",""
"","372","test_health_ready_200","tests.api","2026-06-28","passed","2026-06-28","TestReadinessProbe","test_health","",""
"422 от FastAPI — проверяем что поле 'detail' присутствует.","6","test_validation_error_contract","tests.contract","2026-06-28","passed","2026-06-28","TestUserServiceContract","test_api_contracts","",""
"","6","test_200_get_existing","tests.api","2026-06-28","passed","2026-06-28","TestGetUser","test_users_api","",""
"Liveness probe должен быть публичным — k8s не передаёт auth.","4","test_health_no_auth_required","tests.api","2026-06-28","passed","2026-06-28","TestLivenessProbe","test_health","",""
"","5","test_422_limit_over_100","tests.api","2026-06-28","passed","2026-06-28","TestListUsers","test_users_api","",""
"list_users return — users.py:39.","9","test_list_users_returns_response","tests.api","2026-06-28","passed","2026-06-28","TestUsersAPICoverage","test_auth_flows","",""
"","4","test_401_unauthenticated","tests.api","2026-06-28","passed","2026-06-28","TestDeleteUser","test_users_api","",""
"","7","test_200_pagination_respects_limit[20-0]","tests.api","2026-06-28","passed","2026-06-28","TestListUsers","test_users_api","",""
"","1","test_openapi_all_endpoints_present","tests.api","2026-06-28","passed","2026-06-28","","test_schemathesis","",""
"","3","test_health_returns_environment","tests.api","2026-06-28","passed","2026-06-28","TestLivenessProbe","test_health","",""
"","6","test_200_pagination_respects_limit[5-0]","tests.api","2026-06-28","passed","2026-06-28","TestListUsers","test_users_api","",""
"","0","test_contracts_dict_not_empty","tests.contract","2026-06-28","passed","2026-06-28","TestContractFileExists","test_api_contracts","",""
"","783","test_schemathesis_loads_all_operations","tests.api","2026-06-28","passed","2026-06-28","","test_schemathesis","",""
"","7","test_401_empty_credentials","tests.api","2026-06-28","passed","2026-06-28","TestAuth","test_users_api","",""
"","1","test_openapi_schema_structure","tests.api","2026-06-28","passed","2026-06-28","","test_schemathesis","",""
"","7","test_204_delete_existing","tests.api","2026-06-28","passed","2026-06-28","TestDeleteUser","test_users_api","",""
