"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8","test_200_pagination_respects_limit[10-5]","tests.api","2026-06-30","passed","2026-06-30","TestListUsers","test_users_api","",""
"","556","test_409_duplicate_email","tests.api","2026-06-30","passed","2026-06-30","TestCreateUser","test_users_api","",""
"","9","test_health_ready_has_uptime","tests.api","2026-06-30","passed","2026-06-30","TestReadinessProbe","test_health","",""
"","161","test_dashboard_shows_welcome_after_login[chromium]","tests.e2e","2026-06-30","passed","2026-06-30","TestDashboard","test_auth_flow","",""
"","4","test_health_returns_environment","tests.api","2026-06-30","passed","2026-06-30","TestLivenessProbe","test_health","",""
"GET /api/v1/users → user_list_response контракт.","9","test_list_users_contract","tests.contract","2026-06-30","passed","2026-06-30","TestUserServiceContract","test_api_contracts","",""
"","5","test_401_unauthenticated","tests.api","2026-06-30","passed","2026-06-30","TestDeleteUser","test_users_api","",""
"delete_user 404 — users.py:68-69.","7","test_delete_user_not_found_path","tests.api","2026-06-30","passed","2026-06-30","TestUsersAPICoverage","test_auth_flows","",""
"","0","test_all_required_contracts_defined","tests.contract","2026-06-30","passed","2026-06-30","TestContractFileExists","test_api_contracts","",""
"GET /api/v1/users/{id} → user_response контракт.","286","test_get_user_contract","tests.contract","2026-06-30","passed","2026-06-30","TestUserServiceContract","test_api_contracts","",""
"
        Security контракт: ни один response не должен содержать пароль.
        Проверяем рекурсивно весь JSON.
        ","289","test_no_password_leak_in_any_response","tests.contract","2026-06-30","passed","2026-06-30","TestUserServiceContract","test_api_contracts","",""
"main.py:87-88 — /dashboard route.","6","test_dashboard_page_serves_html","tests.api","2026-06-30","passed","2026-06-30","TestFrontendRoutes","test_frontend","",""
"","10","test_health_ready_has_components","tests.api","2026-06-30","passed","2026-06-30","TestReadinessProbe","test_health","",""
"Email не существует в DB → 401. Покрывает auth.py:71-72.","8","test_login_nonexistent_db_user","tests.api","2026-06-30","passed","2026-06-30","TestAuthDBPath","test_auth_flows","",""
"","14","test_200_token_grants_access","tests.api","2026-06-30","passed","2026-06-30","TestAuth","test_users_api","",""
"","6","test_404_nonexistent","tests.api","2026-06-30","passed","2026-06-30","TestGetUser","test_users_api","",""
"Явно проверяем успешный create — users.py:24 (return UserResponse).","280","test_create_user_success_path","tests.api","2026-06-30","passed","2026-06-30","TestUsersAPICoverage","test_auth_flows","",""
"","0","test_openapi_endpoints_have_responses","tests.api","2026-06-30","passed","2026-06-30","","test_schemathesis","",""
"","8","test_422_invalid_email[aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa@x.com]","tests.api","2026-06-30","passed","2026-06-30","TestCreateUser","test_users_api","",""
"","7","test_422_invalid_email[missing@]","tests.api","2026-06-30","passed","2026-06-30","TestCreateUser","test_users_api","",""
"","8","test_200_get_existing","tests.api","2026-06-30","passed","2026-06-30","TestGetUser","test_users_api","",""
"","8","test_401_empty_credentials","tests.api","2026-06-30","passed","2026-06-30","TestAuth","test_users_api","",""
"Создаём юзера, логинимся через email — покрывает DB путь auth.py:63-78.","1079","test_login_as_real_db_user","tests.api","2026-06-30","passed","2026-06-30","TestAuthDBPath","test_auth_flows","",""
"","8","test_422_invalid_password[short_password]","tests.api","2026-06-30","passed","2026-06-30","TestCreateUser","test_users_api","",""
"404 ответ должен соответствовать error_response контракту.","7","test_not_found_error_contract","tests.contract","2026-06-30","passed","2026-06-30","TestUserServiceContract","test_api_contracts","",""
"","7","test_404_nonexistent","tests.api","2026-06-30","passed","2026-06-30","TestDeleteUser","test_users_api","",""
"","5","test_health_200","tests.api","2026-06-30","passed","2026-06-30","TestLivenessProbe","test_health","",""
"409 ответ должен соответствовать error_response контракту.","557","test_conflict_error_contract","tests.contract","2026-06-30","passed","2026-06-30","TestUserServiceContract","test_api_contracts","",""
"","4","test_401_unauthenticated","tests.api","2026-06-30","passed","2026-06-30","TestListUsers","test_users_api","",""
"","21","test_submit_button_text[chromium]","tests.e2e","2026-06-30","passed","2026-06-30","TestLoginPageUI","test_auth_flow","",""
"Health endpoint должен быть публичным — для k8s liveness probe.","5","test_health_no_auth_required","tests.api","2026-06-30","passed","2026-06-30","TestHealth","test_users_api","",""
"list_users return — users.py:39.","12","test_list_users_returns_response","tests.api","2026-06-30","passed","2026-06-30","TestUsersAPICoverage","test_auth_flows","",""
"","363","test_successful_login_redirects_to_dashboard[chromium]","tests.e2e","2026-06-30","passed","2026-06-30","TestLoginFlow","test_auth_flow","",""
"get_user happy path — users.py:55-57.","288","test_get_user_found_path","tests.api","2026-06-30","passed","2026-06-30","TestUsersAPICoverage","test_auth_flows","",""
"","7","test_422_invalid_password[no_digit]","tests.api","2026-06-30","passed","2026-06-30","TestCreateUser","test_users_api","",""
"","281","test_201_email_normalized_lowercase","tests.api","2026-06-30","passed","2026-06-30","TestCreateUser","test_users_api","",""
"","9","test_200_pagination_respects_limit[1-0]","tests.api","2026-06-30","passed","2026-06-30","TestListUsers","test_users_api","",""
"","1","test_contracts_dict_not_empty","tests.contract","2026-06-30","passed","2026-06-30","TestContractFileExists","test_api_contracts","",""
"","21","test_password_field_is_masked[chromium]","tests.e2e","2026-06-30","passed","2026-06-30","TestLoginPageUI","test_auth_flow","",""
"delete_user 204 — users.py полный happy path.","300","test_delete_user_success_path","tests.api","2026-06-30","passed","2026-06-30","TestUsersAPICoverage","test_auth_flows","",""
"","1","test_user_response_has_security_constraints","tests.contract","2026-06-30","passed","2026-06-30","TestContractFileExists","test_api_contracts","",""
"","90","test_invalid_credentials_parametrized[chromium-aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa-pass]","tests.e2e","2026-06-30","passed","2026-06-30","TestLoginFlow","test_auth_flow","",""
"","5","test_200_health","tests.api","2026-06-30","passed","2026-06-30","TestHealth","test_users_api","",""
"","22","test_error_hidden_initially[chromium]","tests.e2e","2026-06-30","passed","2026-06-30","TestLoginPageUI","test_auth_flow","",""
"health.py:68-71 — DB exception → overall = 'down'.","7","test_db_down_sets_overall_down","tests.api","2026-06-30","passed","2026-06-30","TestHealthRouterDirect","test_health","",""
"","104","test_sql_injection_safely_rejected[chromium]","tests.e2e","2026-06-30","passed","2026-06-30","TestLoginFlow","test_auth_flow","",""
"Liveness probe должен быть публичным — k8s не передаёт auth.","4","test_health_no_auth_required","tests.api","2026-06-30","passed","2026-06-30","TestLivenessProbe","test_health","",""
"","8","test_422_invalid_email[two@@domain.com]","tests.api","2026-06-30","passed","2026-06-30","TestCreateUser","test_users_api","",""
"","9","test_204_delete_existing","tests.api","2026-06-30","passed","2026-06-30","TestDeleteUser","test_users_api","",""
"","8","test_422_invalid_email[@nodomain.com]","tests.api","2026-06-30","passed","2026-06-30","TestCreateUser","test_users_api","",""
"","5","test_health_returns_ok_status","tests.api","2026-06-30","passed","2026-06-30","TestLivenessProbe","test_health","",""
"Expired token → 401. Покрывает _verify_token line 47.","5","test_expired_token_returns_401","tests.api","2026-06-30","passed","2026-06-30","TestAuthDBPath","test_auth_flows","",""
"","6","test_login_page_contains_form","tests.api","2026-06-30","passed","2026-06-30","TestFrontendRoutes","test_frontend","",""
"","0","test_openapi_schema_structure","tests.api","2026-06-30","passed","2026-06-30","","test_schemathesis","",""
"","968","test_schemathesis_loads_all_operations","tests.api","2026-06-30","passed","2026-06-30","","test_schemathesis","",""
"","7","test_422_missing_required_field[username]","tests.api","2026-06-30","passed","2026-06-30","TestCreateUser","test_users_api","",""
"","9","test_401_unknown_user","tests.api","2026-06-30","passed","2026-06-30","TestAuth","test_users_api","",""
"","5","test_422_limit_over_100","tests.api","2026-06-30","passed","2026-06-30","TestListUsers","test_users_api","",""
"POST /api/v1/users → должен соответствовать user_response контракту.","281","test_create_user_contract","tests.contract","2026-06-30","passed","2026-06-30","TestUserServiceContract","test_api_contracts","",""
"Liveness probe — без IO, должен отвечать быстро.","4","test_health_fast_response","tests.api","2026-06-30","passed","2026-06-30","TestLivenessProbe","test_health","",""
"","7","test_200_valid_login_returns_token","tests.api","2026-06-30","passed","2026-06-30","TestAuth","test_users_api","",""
"main.py:83-84 — /login route.","13","test_login_page_serves_html","tests.api","2026-06-30","passed","2026-06-30","TestFrontendRoutes","test_frontend","",""
"","8","test_422_username_too_short","tests.api","2026-06-30","passed","2026-06-30","TestCreateUser","test_users_api","",""
"","9","test_health_ready_has_version","tests.api","2026-06-30","passed","2026-06-30","TestReadinessProbe","test_health","",""
"","9","test_health_ready_database_ok","tests.api","2026-06-30","passed","2026-06-30","TestReadinessProbe","test_health","",""
"","467","test_health_ready_200","tests.api","2026-06-30","passed","2026-06-30","TestReadinessProbe","test_health","",""
"","76","test_empty_credentials_shows_error[chromium]","tests.e2e","2026-06-30","passed","2026-06-30","TestLoginFlow","test_auth_flow","",""
"
        Открываем /dashboard без логина.
        Фронтенд проверяет sessionStorage — нет токена → показывает login form.
        Submit button доступен для входа.
        ","544","test_direct_dashboard_access_without_auth[chromium]","tests.e2e","2026-06-30","passed","2026-06-30","TestDashboard","test_auth_flow","",""
"Token подписан другим секретом → 401.","5","test_token_with_wrong_secret_returns_401","tests.api","2026-06-30","passed","2026-06-30","TestAuthDBPath","test_auth_flows","",""
"","6","test_422_missing_required_field[email]","tests.api","2026-06-30","passed","2026-06-30","TestCreateUser","test_users_api","",""
"","5","test_422_negative_offset","tests.api","2026-06-30","passed","2026-06-30","TestListUsers","test_users_api","",""
"","8","test_200_pagination_respects_limit[20-0]","tests.api","2026-06-30","passed","2026-06-30","TestListUsers","test_users_api","",""
"","7","test_422_missing_required_field[password]","tests.api","2026-06-30","passed","2026-06-30","TestCreateUser","test_users_api","",""
"","102","test_wrong_password_shows_error[chromium]","tests.e2e","2026-06-30","passed","2026-06-30","TestLoginFlow","test_auth_flow","",""
"","5","test_401_bad_token","tests.api","2026-06-30","passed","2026-06-30","TestGetUser","test_users_api","",""
"","322","test_schemathesis_no_5xx","tests.api","2026-06-30","passed","2026-06-30","","test_schemathesis","",""
"","1","test_openapi_all_endpoints_present","tests.api","2026-06-30","passed","2026-06-30","","test_schemathesis","",""
"DB юзер + неверный пароль → 401. Покрывает auth.py:74-75.","556","test_login_db_user_wrong_password","tests.api","2026-06-30","passed","2026-06-30","TestAuthDBPath","test_auth_flows","",""
"Redis недоступен в тестовой среде — статус degraded, не down.","9","test_health_ready_redis_degraded_not_down","tests.api","2026-06-30","passed","2026-06-30","TestReadinessProbe","test_health","",""
"IntegrityError → HTTPException 409 — users.py:25-26.","557","test_create_duplicate_triggers_409","tests.api","2026-06-30","passed","2026-06-30","TestUsersAPICoverage","test_auth_flows","",""
"","4","test_health_env_is_test","tests.api","2026-06-30","passed","2026-06-30","TestHealth","test_users_api","",""
"","25","test_login_form_elements_present[chromium]","tests.e2e","2026-06-30","passed","2026-06-30","TestLoginPageUI","test_auth_flow","",""
"POST /api/v1/auth/login → token_response контракт.","7","test_login_contract","tests.contract","2026-06-30","passed","2026-06-30","TestUserServiceContract","test_api_contracts","",""
"","93","test_invalid_credentials_parametrized[chromium-admin-wrongpass]","tests.e2e","2026-06-30","passed","2026-06-30","TestLoginFlow","test_auth_flow","",""
"","7","test_422_invalid_email[notanemail]","tests.api","2026-06-30","passed","2026-06-30","TestCreateUser","test_users_api","",""
"","5","test_401_no_token","tests.api","2026-06-30","passed","2026-06-30","TestGetUser","test_users_api","",""
"","5","test_401_malformed_header","tests.api","2026-06-30","passed","2026-06-30","TestGetUser","test_users_api","",""
