"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","80","test_invalid_credentials_parametrized[chromium-admin-wrongpass]","tests.e2e","2026-07-06","passed","2026-07-06","TestLoginFlow","test_auth_flow","",""
"","6","test_422_missing_required_field[email]","tests.api","2026-07-06","passed","2026-07-06","TestCreateUser","test_users_api","",""
"Liveness probe должен быть публичным — k8s не передаёт auth.","4","test_health_no_auth_required","tests.api","2026-07-06","passed","2026-07-06","TestLivenessProbe","test_health","",""
"","353","test_schemathesis_no_5xx","tests.api","2026-07-06","passed","2026-07-06","","test_schemathesis","",""
"","6","test_422_invalid_email[two@@domain.com]","tests.api","2026-07-06","passed","2026-07-06","TestCreateUser","test_users_api","",""
"","7","test_422_username_too_short","tests.api","2026-07-06","passed","2026-07-06","TestCreateUser","test_users_api","",""
"","5","test_422_negative_offset","tests.api","2026-07-06","passed","2026-07-06","TestListUsers","test_users_api","",""
"","6","test_422_invalid_password[short_password]","tests.api","2026-07-06","passed","2026-07-06","TestCreateUser","test_users_api","",""
"","106","test_sql_injection_safely_rejected[chromium]","tests.e2e","2026-07-06","passed","2026-07-06","TestLoginFlow","test_auth_flow","",""
"","9","test_health_ready_database_ok","tests.api","2026-07-06","passed","2026-07-06","TestReadinessProbe","test_health","",""
"delete_user 204 — users.py полный happy path.","327","test_delete_user_success_path","tests.api","2026-07-06","passed","2026-07-06","TestUsersAPICoverage","test_auth_flows","",""
"get_user 404 — users.py:55-56 (not found branch).","6","test_get_user_not_found_path","tests.api","2026-07-06","passed","2026-07-06","TestUsersAPICoverage","test_auth_flows","",""
"DB юзер + неверный пароль → 401. Покрывает auth.py:74-75.","624","test_login_db_user_wrong_password","tests.api","2026-07-06","passed","2026-07-06","TestAuthDBPath","test_auth_flows","",""
"","625","test_409_duplicate_email","tests.api","2026-07-06","passed","2026-07-06","TestCreateUser","test_users_api","",""
"","12","test_404_after_delete","tests.api","2026-07-06","passed","2026-07-06","TestDeleteUser","test_users_api","",""
"","7","test_200_response_shape","tests.api","2026-07-06","passed","2026-07-06","TestGetUser","test_users_api","",""
"","8","test_200_pagination_respects_limit[1-0]","tests.api","2026-07-06","passed","2026-07-06","TestListUsers","test_users_api","",""
"","1","test_user_response_has_security_constraints","tests.contract","2026-07-06","passed","2026-07-06","TestContractFileExists","test_api_contracts","",""
"Email не существует в DB → 401. Покрывает auth.py:71-72.","7","test_login_nonexistent_db_user","tests.api","2026-07-06","passed","2026-07-06","TestAuthDBPath","test_auth_flows","",""
"","4","test_200_health","tests.api","2026-07-06","passed","2026-07-06","TestHealth","test_users_api","",""
"","4","test_dashboard_has_logout_element","tests.api","2026-07-06","passed","2026-07-06","TestFrontendRoutes","test_frontend","",""
"","4","test_health_200","tests.api","2026-07-06","passed","2026-07-06","TestLivenessProbe","test_health","",""
"Health endpoint должен быть публичным — для k8s liveness probe.","3","test_health_no_auth_required","tests.api","2026-07-06","passed","2026-07-06","TestHealth","test_users_api","",""
"Явно проверяем успешный create — users.py:24 (return UserResponse).","313","test_create_user_success_path","tests.api","2026-07-06","passed","2026-07-06","TestUsersAPICoverage","test_auth_flows","",""
"","353","test_successful_login_redirects_to_dashboard[chromium]","tests.e2e","2026-07-06","passed","2026-07-06","TestLoginFlow","test_auth_flow","",""
"","105","test_dashboard_shows_welcome_after_login[chromium]","tests.e2e","2026-07-06","passed","2026-07-06","TestDashboard","test_auth_flow","",""
"","25","test_submit_button_text[chromium]","tests.e2e","2026-07-06","passed","2026-07-06","TestLoginPageUI","test_auth_flow","",""
"","1","test_openapi_post_endpoints_have_request_body","tests.api","2026-07-06","passed","2026-07-06","","test_schemathesis","",""
"IntegrityError → HTTPException 409 — users.py:25-26.","625","test_create_duplicate_triggers_409","tests.api","2026-07-06","passed","2026-07-06","TestUsersAPICoverage","test_auth_flows","",""
"","315","test_201_returns_id_no_password","tests.api","2026-07-06","passed","2026-07-06","TestCreateUser","test_users_api","",""
"","6","test_422_invalid_email[notanemail]","tests.api","2026-07-06","passed","2026-07-06","TestCreateUser","test_users_api","",""
"","4","test_login_page_contains_form","tests.api","2026-07-06","passed","2026-07-06","TestFrontendRoutes","test_frontend","",""
"health.py:68-71 — DB exception → overall = 'down'.","7","test_db_down_sets_overall_down","tests.api","2026-07-06","passed","2026-07-06","TestHealthRouterDirect","test_health","",""
"","1","test_openapi_endpoints_have_responses","tests.api","2026-07-06","passed","2026-07-06","","test_schemathesis","",""
"","0","test_openapi_all_endpoints_present","tests.api","2026-07-06","passed","2026-07-06","","test_schemathesis","",""
"Redis недоступен в тестовой среде — статус degraded, не down.","9","test_health_ready_redis_degraded_not_down","tests.api","2026-07-06","passed","2026-07-06","TestReadinessProbe","test_health","",""
"","7","test_200_default_pagination","tests.api","2026-07-06","passed","2026-07-06","TestListUsers","test_users_api","",""
"Token подписан другим секретом → 401.","4","test_token_with_wrong_secret_returns_401","tests.api","2026-07-06","passed","2026-07-06","TestAuthDBPath","test_auth_flows","",""
"","7","test_200_pagination_respects_limit[5-0]","tests.api","2026-07-06","passed","2026-07-06","TestListUsers","test_users_api","",""
"","6","test_422_invalid_email[@nodomain.com]","tests.api","2026-07-06","passed","2026-07-06","TestCreateUser","test_users_api","",""
"","95","test_invalid_credentials_parametrized[chromium-nonexistent@ghost.com-somepass]","tests.e2e","2026-07-06","passed","2026-07-06","TestLoginFlow","test_auth_flow","",""
"health.py:78-81 — Redis ping ok.","6","test_redis_ok_when_available","tests.api","2026-07-06","passed","2026-07-06","TestHealthRouterDirect","test_health","",""
"","1","test_all_required_contracts_defined","tests.contract","2026-07-06","passed","2026-07-06","TestContractFileExists","test_api_contracts","",""
"","0","test_openapi_schema_structure","tests.api","2026-07-06","passed","2026-07-06","","test_schemathesis","",""
"","459","test_health_ready_200","tests.api","2026-07-06","passed","2026-07-06","TestReadinessProbe","test_health","",""
"","7","test_200_get_existing","tests.api","2026-07-06","passed","2026-07-06","TestGetUser","test_users_api","",""
"","4","test_401_no_token","tests.api","2026-07-06","passed","2026-07-06","TestGetUser","test_users_api","",""
"","78","test_empty_credentials_shows_error[chromium]","tests.e2e","2026-07-06","passed","2026-07-06","TestLoginFlow","test_auth_flow","",""
"","8","test_401_wrong_password","tests.api","2026-07-06","passed","2026-07-06","TestAuth","test_users_api","",""
"","4","test_health_returns_ok_status","tests.api","2026-07-06","passed","2026-07-06","TestLivenessProbe","test_health","",""
"get_user happy path — users.py:55-57.","320","test_get_user_found_path","tests.api","2026-07-06","passed","2026-07-06","TestUsersAPICoverage","test_auth_flows","",""
"404 ответ должен соответствовать error_response контракту.","6","test_not_found_error_contract","tests.contract","2026-07-06","passed","2026-07-06","TestUserServiceContract","test_api_contracts","",""
"delete_user 404 — users.py:68-69.","7","test_delete_user_not_found_path","tests.api","2026-07-06","passed","2026-07-06","TestUsersAPICoverage","test_auth_flows","",""
"Создаём юзера, логинимся через email — покрывает DB путь auth.py:63-78.","1134","test_login_as_real_db_user","tests.api","2026-07-06","passed","2026-07-06","TestAuthDBPath","test_auth_flows","",""
"","22","test_error_hidden_initially[chromium]","tests.e2e","2026-07-06","passed","2026-07-06","TestLoginPageUI","test_auth_flow","",""
"","4","test_401_bad_token","tests.api","2026-07-06","passed","2026-07-06","TestGetUser","test_users_api","",""
"","6","test_404_nonexistent","tests.api","2026-07-06","passed","2026-07-06","TestDeleteUser","test_users_api","",""
"","8","test_200_pagination_respects_limit[10-5]","tests.api","2026-07-06","passed","2026-07-06","TestListUsers","test_users_api","",""
"","6","test_422_invalid_email[aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa@x.com]","tests.api","2026-07-06","passed","2026-07-06","TestCreateUser","test_users_api","",""
"GET /api/v1/users/{id} → user_response контракт.","318","test_get_user_contract","tests.contract","2026-07-06","passed","2026-07-06","TestUserServiceContract","test_api_contracts","",""
"","22","test_password_field_is_masked[chromium]","tests.e2e","2026-07-06","passed","2026-07-06","TestLoginPageUI","test_auth_flow","",""
"POST /api/v1/users → должен соответствовать user_response контракту.","313","test_create_user_contract","tests.contract","2026-07-06","passed","2026-07-06","TestUserServiceContract","test_api_contracts","",""
